([-1, 1, 0, 0, -1, -1, 1, 1, -1, 0, 0, 1, 1, -1, 0, 1, -1], [0, 14, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0])
([1, 1, -1, 0, -1, -1, 1, 1, -1, 0, 0, 1, 1, -1, 0, 1, -1], [0, 0, 3, 0, 0, 0, 0, 0, 8, 2, 0, 0, 0, 2, 0, 0])
([1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 3, 3, 2, 2, 26, 5, 462, 1, 1, 1, 1, 1, 2])
([-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [29, 9, 9, 23, 11, 8, 13, 329, 7, 0, 25, 4, 27, 6, 11, 4])
([1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0], [5, 2, 2, 333, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1])
([-1, 0, 0, 0, 1, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0], [4, 4, 4, 0, 6, 15, 20, 0, 2, 0, 2, 4, 2, 2, 4, 2])
([1, 0, 0, 0, 1, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 152, 1, 1, 1, 1])
([-1, 0, 0, 0, 1, 0, 0, -1, -1, 0, 1, 0, 1, 0, 0, 0, 0], [10, 31, 35, 0, 8, 14, 0, 0, 16, 0, 21, 0, 14, 14, 8, 8])
([1, 0, 0, 0, 1, -1, 0, -1, -1, 0, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 69, 1, 1])
([-1, 0, 0, 0, 1, -1, 0, -1, -1, 0, 1, 0, 1, 0, 1, 0, 0], [3, 2, 2, 0, 0, 2, 0, 0, 9, 0, 1, 0, 1, 0, 1, 1])
