([-1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0], [3, 34, 30, 0, 5, 30, 6, 24, 22, 0, 0, 10, 910, 22, 6, 6])
([1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0], [3, 5, 2, 0, 7, 61, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1])
([-1, 0, 0, 0, 1, 0, 1, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0], [2, 2, 8, 0, 2, 0, 2, 2, 8, 0, 0, 34, 0, 2, 2, 2])
([1, 0, 0, -1, 1, 0, 1, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0], [18, 10, 0, 0, 14, 0, 6, 24, 6, 0, 0, 3, 0, 5, 8, 3])
([-1, 1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0], [0, 2, 0, 0, 2, 0, 27, 2, 3, 0, 0, 2, 0, 2, 2, 7])
([1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 2, 2, 2, 3, 5, 893, 1, 1, 1, 1, 1, 1, 1, 1, 1])
([-1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [16, 10, 6, 32, 8, 73, 0, 247, 451, 147, 95, 10, 48, 33, 24, 6])
([1, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0], [3, 3, 2, 2, 3, 2, 0, 2, 0, 5, 3, 16, 341, 1, 1, 1])
([-1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0], [4, 0, 22, 12, 22, 37, 0, 3, 0, 4, 4, 3, 185, 2, 20, 4])
([1, 0, 1, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, 0, 0, 0], [18, 0, 14, 22, 20, 36, 0, 18, 0, 14, 14, 30, 0, 12, 14, 18])
([-1, 0, 1, 0, 0, 0, 1, 1, 0, -1, 0, 0, 0, -1, 0, 0, 0], [3, 0, 3, 7, 100, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1])
([1, 0, 1, 0, 0, -1, 1, 1, 0, -1, 0, 0, 0, -1, 0, 0, 0], [41, 0, 10, 12, 0, 0, 0, 10, 0, 10, 12, 10, 0, 12, 13, 10])
([-1, 0, 1, 0, 0, -1, 1, 1, 0, -1, 0, 0, 1, -1, 0, 0, 0], [255, 0, 1, 1, 0, 0, 0, 1, 0, 1, 3, 0, 0, 1, 1, 1])
