([1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [5, 13, 3, 9, 7, 3, 0, 3, 0, 5, 150, 9, 7, 7, 3, 26])
([-1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 1, 0, 0, 0, 0, 0, 0], [3, 15, 11, 2, 3, 2, 0, 2, 0, 0, 9, 2, 79, 2, 2, 2])
([1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 1, 0, 0, -1, 0, 0, 0], [2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 46, 1, 0, 1, 1, 1])
([-1, 0, 0, 0, 0, 1, 0, -1, 0, 1, 1, 0, 0, -1, 0, 0, 0], [2, 2, 3, 17, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 1])
([1, 0, 0, 0, -1, 1, 0, -1, 0, 1, 1, 0, 0, -1, 0, 0, 0], [4, 2, 2, 0, 0, 2, 0, 2, 0, 0, 14, 2, 0, 2, 2, 2])
([-1, 0, 0, 0, -1, 1, 0, -1, 0, 1, 1, 1, 0, -1, 0, 0, 0], [14, 3, 6, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 2, 2, 2])
([1, -1, 0, 0, -1, 1, 0, -1, 0, 1, 1, 1, 0, -1, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 27, 0, 1, 1, 1])
([1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1, 1, 1, 1, 199, 1, 1, 1, 1, 1, 1])
([-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [9, 13, 9, 299, 21, 6, 20, 25, 7, 0, 11, 5, 19, 29, 29, 13])
([1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [3, 7, 16, 3, 2, 20, 0, 224, 1, 0, 1, 1, 1, 1, 1, 1])
([-1, 0, 0, 0, 0, 0, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [7, 2, 10, 2, 5, 0, 0, 2, 3, 0, 2, 2, 22, 1, 1, 1])
([1, 0, 0, 0, 0, 0, 1, -1, 0, 0, 1, 0, 0, -1, 0, 0, 0], [3, 5, 3, 3, 2, 0, 0, 2, 2, 0, 2, 10, 0, 2, 2, 3])
([-1, 0, 1, 0, 0, 0, 1, -1, 0, 0, 1, 0, 0, -1, 0, 0, 0], [1, 0, 3, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1])
([1, 0, 1, 0, 0, 0, 1, -1, 0, -1, 1, 0, 0, -1, 0, 0, 0], [3, 0, 4, 5, 2, 0, 0, 2, 0, 0, 2, 2, 0, 2, 2, 2])
([-1, 1, 1, 0, 0, 0, 1, -1, 0, -1, 1, 0, 0, -1, 0, 0, 0], [0, 0, 1, 11, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1])
([1, 1, 1, 0, 0, -1, 1, -1, 0, -1, 1, 0, 0, -1, 0, 0, 0], [0, 0, 2, 5, 0, 0, 0, 2, 0, 0, 2, 2, 0, 2, 2, 2])
([-1, 1, 1, 0, 0, -1, 1, -1, 0, -1, 1, 0, 0, -1, 1, 0, 0], [0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 3, 1])
([1, 1, 1, 0, 0, -1, 1, -1, 0, -1, 1, 0, 0, -1, 1, 0, -1], [0, 0, 3, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0])
([-1, 1, 1, 0, 0, -1, 1, -1, 0, -1, 1, 0, 0, -1, 1, 1, -1], [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 7, 0, 0, 0, 0])
([1, 1, 1, 0, 0, -1, 1, -1, 0, -1, 1, -1, 0, -1, 1, 1, -1], [0, 0, 4, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0])
