([1, 0, -1, 0, 0, 1, 0, 0, 0, 0], [3, 0, 7, 1, 0, 1, 1, 1, 1])
([-1, 0, -1, 0, 0, 1, 0, 0, 0, 1], [5, 0, 5, 5, 0, 8, 5, 7, 0])
([1, 0, -1, 0, 0, 1, -1, 0, 0, 1], [1, 0, 1, 9, 0, 0, 1, 1, 0])
([-1, 0, -1, 1, 0, 1, -1, 0, 0, 1], [3, 0, 0, 4, 0, 0, 2, 2, 0])
([1, 0, -1, 1, -1, 1, -1, 0, 0, 1], [1, 0, 0, 0, 0, 0, 3, 1, 0])
([1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 3, 40, 1, 2, 1, 1, 1, 1])
([-1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 5, 0, 2, 5, 2, 3, 2, 2])
([1, -1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 3, 0, 8, 1, 1, 1, 1, 1])
([-1, -1, 0, 1, 1, 0, 0, 0, 0, 0], [0, 3, 0, 0, 4, 2, 2, 2, 2])
([1, -1, 0, 1, 1, -1, 0, 0, 0, 0], [0, 15, 0, 0, 0, 1, 1, 1, 1])
([1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 43, 1, 1, 1, 1, 1])
([-1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [4, 7, 11, 0, 7, 4, 4, 7, 5])
([1, 0, 0, 0, 1, -1, 0, 0, 0, 0], [2, 5, 2, 0, 0, 2, 13, 1, 1])
([-1, 0, 0, 0, 1, -1, 0, 1, 0, 0], [2, 2, 2, 0, 0, 2, 0, 5, 1])
([1, -1, 0, 0, 1, -1, 0, 1, 0, 0], [0, 1, 1, 0, 0, 3, 0, 1, 1])
([-1, -1, 0, 0, 1, -1, 0, 1, 0, 1], [0, 2, 2, 0, 0, 2, 0, 3, 0])
([1, -1, 0, -1, 1, -1, 0, 1, 0, 1], [0, 1, 0, 0, 0, 3, 0, 1, 0])
([1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 73, 1, 1, 1, 1, 11, 1, 1])
([-1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [7, 0, 27, 13, 13, 5, 7, 5, 7])
([1, 0, 1, 0, 0, -1, 0, 0, 0, 0], [2, 0, 38, 1, 0, 1, 2, 1, 1])
([-1, 0, 1, 1, 0, -1, 0, 0, 0, 0], [16, 0, 0, 15, 0, 15, 14, 14, 14])
([1, 0, 1, 1, 0, -1, 0, -1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 20, 1])
([-1, 0, 1, 1, 0, -1, 0, -1, 1, 0], [6, 0, 0, 4, 0, 4, 0, 0, 4])
([1, 0, 1, 1, -1, -1, 0, -1, 1, 0], [6, 0, 0, 0, 0, 1, 0, 0, 1])
([1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [16, 3, 2, 2, 11, 1, 12, 1, 1])
([-1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [8, 8, 12, 0, 8, 14, 8, 19, 12])
([1, -1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 1, 1, 34, 1])
([-1, -1, 0, 0, 1, 0, 0, 0, 1, 0], [0, 3, 2, 0, 2, 6, 2, 0, 2])
([1, -1, 0, 0, 1, 0, -1, 0, 1, 0], [0, 2, 6, 0, 1, 0, 2, 0, 1])
([-1, -1, 0, 1, 1, 0, -1, 0, 1, 0], [0, 3, 0, 0, 2, 0, 2, 0, 2])
([1, -1, 0, 1, 1, 0, -1, 0, 1, -1], [0, 1, 0, 0, 5, 0, 1, 0, 0])
([1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 56, 3, 1, 1, 1, 1, 1, 1])
([-1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [5, 0, 41, 23, 11, 5, 7, 5, 11])
([1, 0, 1, 0, 0, 0, 0, 0, 0, -1], [1, 0, 84, 1, 1, 1, 1, 1, 0])
([-1, 0, 1, 0, 0, 1, 0, 0, 0, -1], [4, 0, 5, 4, 0, 5, 4, 4, 0])
([1, 0, 1, 0, 0, 1, 0, -1, 0, -1], [1, 0, 1, 4, 0, 1, 0, 1, 0])
([-1, 0, 1, 0, 1, 1, 0, -1, 0, -1], [2, 0, 2, 0, 0, 1, 0, 1, 0])
([1, -1, 1, 0, 1, 1, 0, -1, 0, -1], [0, 0, 1, 0, 0, 1, 0, 4, 0])
